Id,City Name,State Name,latitude,longitude,year,month,day,Pollution Level,AQI Level,Vulnerable Population,Hospital Admissions,Renewable Energy Source,Particulate Matter,Nitrogen Oxides,Sulfur Dioxide,Ozone,Carbon Monoxide
5102,Oakland,California,37.8044,-122.2712,2021,1,1,50,85,Pregnant women,5,Wind power,8,24,7,78,13
5103,San Jose,California,37.3382,-121.8863,2021,1,1,35,72,Children,4,Solar power,6,21,6,70,12
5104,Anaheim,California,33.8353,-117.9145,2021,1,1,40,70,Elderly,4,Wind power,6,22,6,65,12
5105,Santa Barbara,California,34.4208,-119.6982,2021,1,1,25,60,Pregnant women,2,Solar power,5,18,5,54,10
5106,Bakersfield,California,35.3733,-119.0187,2021,1,1,70,115,Children,10,Wind power,12,42,11,91,17
5107,Huntington Beach,California,33.6603,-117.9992,2021,1,1,30,65,Elderly,3,Solar power,6,20,6,62,11
5108,Denver,Colorado,39.7392,-104.9903,2021,1,1,45,79,Children,9,Wind power,10,35,8,60,15
5109,Colorado Springs,Colorado,38.8339,-104.8214,2021,1,1,32,67,Pregnant women,3,Solar power,7,27,7,59,13
5110,Aurora,Colorado,39.7294,-104.8319,2021,1,1,55,87,Elderly,10,Wind power,11,41,9,74,18
5111,Fort Collins,Colorado,40.5853,-105.0844,2021,1,1,15,52,Children,1,Solar power,4,17,5,47,10
5112,Lakewood,Colorado,39.7047,-105.0814,2021,1,1,40,73,Pregnant women,6,Wind power,8,30,7,67,14
5113,Thornton,Colorado,39.868,-104.9719,2021,1,1,37,70,Elderly,4,Solar power,7,22,6,57,13
5114,Westminster,Colorado,39.8367,-105.0372,2021,1,1,48,82,Children,8,Wind power,10,36,8,65,16
5115,Pueblo,Colorado,38.2544,-104.6091,2021,1,1,23,60,Pregnant women,2,Solar power,5,21,6,54,11
5116,Centennial,Colorado,39.5808,-104.8772,2021,1,1,30,65,Elderly,3,Wind power,6,27,7,59,13
5117,Boulder,Colorado,40.01499,-105.27055,2021,1,1,22,58,Children,2,Solar power,5,19,6,52,10
5118,Greeley,Colorado,40.4233,-104.7091,2021,1,1,18,55,Pregnant women,1,Wind power,4,16,5,44,9
5119,Arvada,Colorado,39.8028,-105.0875,2021,1,1,35,69,Children,4,Solar power,9,20,6,60,13
5120,Westminster,Colorado,39.8367,-105.0372,2021,1,1,28,63,Elderly,2,Wind power,6,23,6,53,12
5121,Broomfield,Colorado,39.9268,-105.0372,2021,1,1,23,60,Children,1,Solar power,5,19,5,49,11
5122,Lone Tree,Colorado,39.5296,-104.8867,2021,1,1,17,54,Pregnant women,0,Wind power,3,15,4,42,8
5123,Greenwood Village,Colorado,39.6172,-104.9508,2021,1,1,25,60,Elderly,2,Solar power,5,22,6,52,11
5124,Frisco,Colorado,39.5734,-106.0973,2021,1,1,14,50,Pregnant women,0,Wind power,2,12,4,36,8
5125,Steamboat Springs,Colorado,40.485,-106.8317,2021,1,1,12,47,Children,0,Solar power,3,10,4,32,8
5126,Castle Pines,Colorado,39.4667,-104.8923,2021,1,1,18,55,Elderly,1,Wind power,4,15,5,44,9
5127,Golden,Colorado,39.7555,-105.2211,2021,1,1,27,62,Children,2,Solar power,6,21,6,51,11
5128,Centennial,Colorado,39.5803,-104.8772,2021,1,1,26,61,Pregnant women,2,Wind power,5,22,6,52,11
5129,Erie,Colorado,40.0508,-105.0534,2021,1,1,19,56,Elderly,1,Solar power,4,17,5,46,9
5130,Breckenridge,Colorado,39.4817,-106.0384,2021,1,1,14,50,Children,0,Wind power,2,12,4,36,8
5131,Parker,Colorado,39.5186,-104.7614,2021,1,1,23,60,Pregnant women,1,Solar power,5,19,5,49,11
5132,Delta,Colorado,38.7436,-108.0689,2021,1,1,25,63,Children,4,Wind power,7,18,5,50,12
5133,Louisville,Colorado,39.9778,-105.1319,2021,1,1,21,58,Elderly,2,Solar power,5,13,4,41,11
5134,Loveland,Colorado,40.3978,-105.0749,2021,1,1,13,48,Pregnant women,0,Wind power,3,11,4,37,8
5135,Parker,Colorado,39.5186,-104.7614,2021,1,1,27,61,Children,3,Solar power,6,16,4,47,11
5136,Wheat Ridge,Colorado,39.7661,-105.0772,2021,1,1,29,63,Elderly,2,Wind power,5,14,5,42,11
5137,Windsor,Colorado,40.4774,-104.9018,2021,1,1,15,50,Pregnant women,0,Solar power,3,10,4,33,9
5138,Woodland Park,Colorado,38.9934,-105.0569,2021,1,1,19,57,Children,2,Wind power,4,13,4,44,10
5139,Eagle,Colorado,39.6314,-106.8166,2021,1,1,11,43,Elderly,0,Solar power,3,8,4,28,8
5140,Edgewater,Colorado,39.7526,-105.0539,2021,1,1,30,65,Pregnant women,3,Wind power,6,18,5,52,12
5141,Estes Park,Colorado,40.3772,-105.5217,2021,1,1,16,51,Children,1,Solar power,4,11,4,39,9
5142,Bridgeport,Connecticut,41.1865,-73.1952,2021,1,1,23,59,Children,4,Wind power,6,17,6,52,12
5143,New Haven,Connecticut,41.3083,-72.9279,2021,1,1,32,68,Elderly,6,Solar power,7,21,7,59,13
5144,Hartford,Connecticut,41.7658,-72.6734,2021,1,1,17,52,Pregnant women,2,Wind power,5,14,5,42,11
5145,Stamford,Connecticut,41.0534,-73.5387,2021,1,1,28,63,Children,5,Solar power,8,22,7,57,14
5146,Waterbury,Connecticut,41.5582,-73.0515,2021,1,1,30,64,Elderly,4,Wind power,7,20,6,54,13
5147,Norwalk,Connecticut,41.1176,-73.4082,2021,1,1,24,60,Pregnant women,3,Solar power,6,18,6,52,12
5148,Danbury,Connecticut,41.3948,-73.454,2021,1,1,20,57,Children,3,Wind power,5,16,5,49,11
5149,New Britain,Connecticut,41.6612,-72.7795,2021,1,1,19,56,Elderly,2,Solar power,6,16,5,45,12
5150,West Hartford,Connecticut,41.7621,-72.742,2021,1,1,15,50,Pregnant women,1,Wind power,4,14,4,41,10
5151,Bristol,Connecticut,41.6718,-72.9493,2021,1,1,20,57,Children,3,Solar power,5,16,5,47,11
5152,Meriden,Connecticut,41.5382,-72.807,2021,1,1,22,58,Elderly,3,Wind power,5,17,5,49,11
5153,Bristol,Connecticut,41.6718,-72.9493,2021,1,1,20,56,Elderly,2,Solar power,4,13,5,53,10
5154,Hartford,Connecticut,41.7658,-72.6734,2021,1,1,22,58,Children,4,Wind power,6,17,6,51,12
5155,New Britain,Connecticut,41.6612,-72.7795,2021,1,1,25,61,Pregnant women,5,Hydroelectric,7,22,7,54,13
5156,West Hartford,Connecticut,41.7621,-72.742,2021,1,1,18,54,Elderly,1,Solar power,3,12,5,52,9
5157,Waterbury,Connecticut,41.5582,-73.0515,2021,1,1,28,65,Children,6,Wind power,8,24,7,59,14
5158,Bridgeport,Connecticut,41.1792,-73.1894,2021,1,1,32,68,Pregnant women,7,Hydroelectric,9,26,8,60,15
5159,Stamford,Connecticut,41.0534,-73.5387,2021,1,1,23,59,Elderly,3,Solar power,5,18,6,55,11
5160,Norwalk,Connecticut,41.1176,-73.4082,2021,1,1,30,66,Children,5,Wind power,7,20,7,57,13
5161,Danbury,Connecticut,41.3948,-73.454,2021,1,1,27,64,Pregnant women,4,Hydroelectric,6,21,7,58,12
5162,New Haven,Connecticut,41.3083,-72.9279,2021,1,1,29,65,Elderly,6,Solar power,8,23,7,59,14
5163,Wilmington,Delaware,39.7468,-75.5467,2021,1,1,25,62,Children,4,Solar power,9,14,6,52,12
5164,Dover,Delaware,39.1582,-75.5244,2021,1,1,27,64,Elderly,2,Wind power,8,12,7,56,11
5165,Newark,Delaware,39.6837,-75.7497,2021,1,1,23,60,Pregnant women,1,Solar power,7,10,5,48,10
5166,Milford,Delaware,38.9108,-75.4274,2021,1,1,18,55,Children,0,Wind power,6,8,5,43,9
5167,Seaford,Delaware,38.6483,-75.6114,2021,1,1,21,58,Elderly,2,Solar power,7,11,6,49,10
5168,Georgetown,Delaware,38.6906,-75.3856,2021,1,1,19,56,Pregnant women,0,Wind power,6,9,5,45,9
5169,Elsmere,Delaware,39.7383,-75.6051,2021,1,1,27,64,Children,3,Solar power,9,15,7,54,11
5170,Smyrna,Delaware,39.2957,-75.6078,2021,1,1,24,61,Elderly,1,Wind power,7,11,6,50,10
5171,New Castle,Delaware,39.662,-75.5668,2021,1,1,22,59,Pregnant women,0,Solar power,6,10,5,47,9
5172,Middletown,Delaware,39.4496,-75.7163,2021,1,1,21,58,Children,2,Wind power,7,10,6,46,10
5173,Clayton,Delaware,39.289,-75.6446,2021,1,1,25,62,Elderly,1,Solar power,8,13,7,53,11
5174,Wilmington,Delaware,39.7391,-75.5398,2021,1,1,40,73,Children,5,Solar power,7,23,7,59,13
5175,Newark,Delaware,39.6837,-75.7497,2021,1,1,30,68,Elderly,3,Wind power,6,21,6,57,12
5176,Dover,Delaware,39.1582,-75.5244,2021,1,1,20,60,Pregnant women,2,Solar power,4,17,5,52,10
5177,Middletown,Delaware,39.4496,-75.7164,2021,1,1,18,55,Children,1,Wind power,4,16,5,44,9
5178,Milford,Delaware,38.9132,-75.4278,2021,1,1,15,50,Elderly,0,Solar power,3,13,5,42,8
5179,Smyrna,Delaware,39.299,-75.6045,2021,1,1,22,62,Pregnant women,1,Wind power,5,19,6,54,11
5180,Georgetown,Delaware,38.6907,-75.3854,2021,1,1,10,45,Children,0,Solar power,2,10,4,37,8
5181,Seaford,Delaware,38.6412,-75.6118,2021,1,1,13,48,Elderly,0,Wind power,3,12,4,40,8
5182,Lewes,Delaware,38.7746,-75.1393,2021,1,1,20,60,Pregnant women,2,Solar power,4,17,5,52,10
5183,Rehoboth Beach,Delaware,38.7209,-75.076,2021,1,1,18,55,Children,1,Wind power,4,16,5,44,9
5184,Bethany Beach,Delaware,38.5393,-75.057,2021,1,1,15,50,Elderly,0,Solar power,3,13,5,42,8
5185,Dover,Delaware,39.1582,-75.5244,2021,1,1,25,63,Children,2,Solar power,7,24,5,61,10
5186,Newark,Delaware,39.6766,-75.7573,2021,1,1,18,55,Elderly,1,Wind power,5,22,6,54,9
5187,Wilmington,Delaware,39.7391,-75.5398,2021,1,1,30,65,Pregnant women,3,Solar power,8,27,7,63,11
5188,Milford,Delaware,38.9126,-75.4279,2021,1,1,20,60,Children,1,Wind power,6,20,6,58,10
5189,Georgetown,Delaware,38.6907,-75.3851,2021,1,1,22,57,Elderly,1,Solar power,5,21,5,60,9
5190,Seaford,Delaware,38.6412,-75.6115,2021,1,1,18,55,Pregnant women,1,Wind power,4,19,5,55,9
5191,Middletown,Delaware,39.4481,-75.7163,2021,1,1,28,62,Children,2,Solar power,7,25,7,61,10
5192,Laurel,Delaware,38.5562,-75.5713,2021,1,1,20,60,Elderly,1,Wind power,6,21,5,59,9
5193,Lewes,Delaware,38.7748,-75.1394,2021,1,1,16,52,Pregnant women,0,Solar power,4,17,5,51,8
5194,Clayton,Delaware,39.2901,-75.6344,2021,1,1,25,63,Children,1,Wind power,5,22,6,58,10
5195,Jacksonville,Florida,30.3322,-81.6557,2021,1,1,42,72,Children,7,Solar power,13,30,10,60,15
5196,Miami,Florida,25.7617,-80.1918,2021,1,1,51,84,Elderly,5,Wind power,16,37,13,67,19
5197,Tampa,Florida,27.9506,-82.4572,2021,1,1,36,72,Pregnant women,2,Solar power,10,24,8,50,13
5198,Orlando,Florida,28.5383,-81.3792,2021,1,1,39,75,Children,4,Wind power,11,27,9,57,14
5199,St. Petersburg,Florida,27.7676,-82.6403,2021,1,1,28,62,Elderly,3,Solar power,8,22,6,44,11
5200,Hialeah,Florida,25.8576,-80.2781,2021,1,1,44,74,Pregnant women,2,Wind power,12,30,11,62,14
5201,Tallahassee,Florida,30.4383,-84.2807,2021,1,1,34,68,Children,3,Solar power,9,24,8,54,12
5202,Port St. Lucie,Florida,27.273,-80.3582,2021,1,1,22,55,Elderly,1,Wind power,6,16,5,37,9
5203,Cape Coral,Florida,26.5629,-81.9495,2021,1,1,30,65,Pregnant women,1,Solar power,7,20,7,46,11
5204,Fort Lauderdale,Florida,26.1224,-80.1373,2021,1,1,48,79,Children,5,Wind power,14,33,12,64,16
5205,Pembroke Pines,Florida,26.0078,-80.2963,2021,1,1,37,73,Elderly,4,Solar power,11,26,9,55,13
5206,Hollywood,Florida,26.0112,-80.1495,2021,1,1,46,76,Pregnant women,3,Wind power,13,31,11,60,12
5207,Sarasota,Florida,27.3364,-82.5307,2021,1,1,38,73,Children,2,Solar power,7,24,7,70,12
5208,Largo,Florida,27.9095,-82.7873,2021,1,1,28,62,Elderly,1,Wind power,6,14,6,58,10
5209,Port Orange,Florida,29.1383,-80.9956,2021,1,1,25,58,Pregnant women,1,Solar power,5,15,5,50,9
5210,New Smyrna Beach,Florida,29.0258,-80.9269,2021,1,1,19,55,Children,1,Solar power,4,12,5,44,8
5211,Fernandina Beach,Florida,30.6696,-81.4626,2021,1,1,30,67,Elderly,2,Wind power,6,17,6,54,10
5212,Lake Worth,Florida,26.6195,-80.0566,2021,1,1,32,63,Pregnant women,3,Solar power,6,19,6,60,11
5213,Stuart,Florida,27.1975,-80.2528,2021,1,1,28,62,Children,2,Wind power,5,16,6,55,10
5214,North Miami Beach,Florida,25.9331,-80.1625,2021,1,1,38,73,Elderly,3,Solar power,8,25,7,70,12
5215,Key West,Florida,24.5551,-81.7812,2021,1,1,24,57,Children,0,Wind power,4,12,5,43,8
5216,Boca Raton,Florida,26.3683,-80.1289,2021,1,1,29,63,Pregnant women,2,Solar power,6,18,6,57,11
5217,Tallahassee,Florida,30.4383,-84.2807,2021,1,1,22,57,Children,2,Solar power,5,17,5,54,10
5218,Sarasota,Florida,27.3364,-82.5307,2021,1,1,38,75,Elderly,4,Wind power,7,24,6,70,12
5219,Ocala,Florida,29.1872,-82.1401,2021,1,1,31,69,Pregnant women,1,Solar power,6,22,6,62,11
5220,Palm Bay,Florida,28.0345,-80.5887,2021,1,1,45,82,Children,3,Wind power,8,27,7,77,13
5221,Port St. Lucie,Florida,27.273,-80.3582,2021,1,1,39,76,Elderly,2,Solar power,7,26,7,74,12
5222,Atlanta,Georgia,33.7489,-84.3881,2021,1,1,52,85,Children,2,Wind power,7,24,6,63,10
5223,Augusta,Georgia,33.4735,-82.0105,2021,1,1,39,71,Elderly,0,Solar power,5,18,5,49,9
5224,Columbus,Georgia,32.4605,-84.9877,2021,1,1,29,63,Pregnant women,1,Wind power,4,13,5,38,9
5225,Savannah,Georgia,32.0835,-81.0998,2021,1,1,28,62,Children,0,Solar power,4,14,5,36,9
5226,Athens,Georgia,33.9608,-83.3779,2021,1,1,32,66,Elderly,1,Wind power,5,16,6,48,10
5227,Macon,Georgia,32.8407,-83.6324,2021,1,1,44,76,Pregnant women,2,Solar power,6,19,6,55,10
5228,Roswell,Georgia,34.0232,-84.3616,2021,1,1,38,70,Children,1,Wind power,5,17,5,47,9
5229,Albany,Georgia,31.5785,-84.1557,2021,1,1,36,68,Elderly,0,Solar power,5,16,6,50,10
5230,Johns Creek,Georgia,34.0289,-84.1986,2021,1,1,44,76,Pregnant women,2,Wind power,6,19,5,56,9
5231,Warner Robins,Georgia,32.613,-83.6242,2021,1,1,30,64,Children,1,Solar power,4,13,5,39,9
5232,Valdosta,Georgia,30.8327,-83.2785,2021,1,1,32,66,Elderly,0,Wind power,5,16,5,46,9
5233,Brookhaven,Georgia,33.8651,-84.3366,2021,1,1,45,77,Pregnant women,2,Solar power,6,20,6,57,10
5234,Macon,Georgia,32.8407,-83.6324,2021,1,1,34,67,Children,2,Solar power,5,19,5,56,10
5235,Sandy Springs,Georgia,33.9316,-84.3634,2021,1,1,27,58,Elderly,0,Wind power,3,16,4,45,9
5236,Roswell,Georgia,34.0232,-84.3616,2021,1,1,24,54,Pregnant women,1,Solar power,4,14,4,41,9
5237,Warner Robins,Georgia,32.6182,-83.6242,2021,1,1,36,70,Children,3,Wind power,5,22,6,59,11
5238,Valdosta,Georgia,30.8327,-83.2785,2021,1,1,39,72,Elderly,2,Solar power,5,24,5,65,10
5239,Albany,Georgia,31.5785,-84.1557,2021,1,1,31,64,Pregnant women,0,Wind power,4,18,5,52,9
5240,Athens,Georgia,33.9519,-83.3576,2021,1,1,28,59,Children,1,Solar power,4,16,4,45,9
5241,Augusta,Georgia,33.4709,-81.9748,2021,1,1,32,66,Elderly,2,Wind power,5,20,6,56,10
5242,Columbus,Georgia,32.4609,-84.9877,2021,1,1,33,66,Pregnant women,1,Solar power,5,19,5,54,10
5243,Savannah,Georgia,32.0809,-81.0912,2021,1,1,29,60,Children,1,Wind power,4,17,4,48,9
5244,Macon,Georgia,32.8407,-83.6324,2021,1,2,37,71,Elderly,2,Solar power,5,21,6,59,10
5245,Sandy Springs,Georgia,33.9316,-84.3634,2021,1,2,29,59,Pregnant women,1,Wind power,4,17,4,47,9
5246,Kennesaw,Georgia,34.0234,-84.6155,2021,1,1,25,63,Children,2,Solar power,6,19,5,57,10
5247,Alpharetta,Georgia,34.0754,-84.2941,2021,1,1,40,76,Elderly,0,Wind power,5,20,6,63,11
5248,Columbus,Georgia,32.4609,-84.9877,2021,1,1,32,68,Pregnant women,3,Solar power,4,18,5,59,10
5249,Lawrenceville,Georgia,33.9562,-83.9879,2021,1,1,28,65,Children,1,Wind power,6,22,5,56,10
5250,Athens,Georgia,33.9609,-83.3779,2021,1,1,22,60,Elderly,0,Solar power,5,17,6,58,9
5251,Roswell,Georgia,34.0233,-84.3616,2021,1,1,38,73,Pregnant women,2,Wind power,4,19,5,62,11
5252,Augusta,Georgia,33.4735,-82.0105,2021,1,1,35,71,Children,3,Solar power,5,21,6,60,11
5253,Savannah,Georgia,32.0809,-81.0912,2021,1,1,28,65,Elderly,1,Wind power,6,23,5,58,10
5254,Macon,Georgia,32.8407,-83.6324,2021,1,1,30,67,Pregnant women,0,Solar power,4,18,6,60,10
5255,Valdosta,Georgia,30.8327,-83.2785,2021,1,1,36,72,Children,2,Wind power,6,24,5,59,11
5256,Honolulu,Hawaii,21.3069,-157.8583,2021,1,1,12,50,Children,0,Solar power,2,7,3,25,7
5257,Hilo,Hawaii,19.7079,-155.081,2021,1,1,10,45,Elderly,0,Wind power,3,9,3,30,8
5258,Kailua,Hawaii,19.6517,-155.9942,2021,1,1,8,39,Pregnant women,0,Solar power,2,6,3,20,7
5259,Kaneohe,Hawaii,21.4089,-157.7996,2021,1,1,11,48,Children,0,Wind power,3,8,3,22,7
5260,Kihei,Hawaii,20.7644,-156.445,2021,1,1,13,52,Elderly,0,Solar power,2,6,3,27,7
5261,Lahaina,Hawaii,20.8783,-156.6825,2021,1,1,15,57,Pregnant women,0,Wind power,4,11,3,34,8
5262,Makawao,Hawaii,20.8494,-156.3081,2021,1,1,10,45,Children,0,Solar power,2,7,3,23,7
5263,Paia,Hawaii,20.9111,-156.3739,2021,1,1,8,39,Elderly,0,Wind power,3,9,3,20,7
5264,Wailuku,Hawaii,20.8911,-156.5047,2021,1,1,11,48,Pregnant women,0,Solar power,3,8,3,25,8
5265,Waipahu,Hawaii,21.3917,-158.0092,2021,1,1,12,50,Children,0,Wind power,3,10,3,22,7
5266,Honolulu,Hawaii,21.3069,-157.8583,2021,2,1,14,55,Elderly,1,Solar power,3,8,3,27,7
5267,Honolulu,Hawaii,21.3069,-157.8583,2021,1,1,13,50,Elderly,4,Solar power,6,16,4,43,8
5268,Hilo,Hawaii,19.7297,-155.09,2021,1,1,10,43,Children,1,Wind power,3,14,4,35,8
5269,Kailua,Hawaii,21.4022,-157.7394,2021,1,1,17,59,Pregnant women,2,Solar power,4,17,5,47,9
5270,Kaneohe,Hawaii,21.4148,-157.8036,2021,1,1,11,45,Elderly,3,Wind power,5,15,5,39,9
5271,Kihei,Hawaii,20.7644,-156.445,2021,1,1,8,35,Children,0,Solar power,2,12,4,30,8
5272,Lahaina,Hawaii,20.8783,-156.6825,2021,1,1,9,40,Pregnant women,1,Wind power,3,13,4,34,8
5273,Lihue,Hawaii,21.9797,-159.3711,2021,1,1,15,54,Elderly,2,Solar power,4,16,5,42,9
5274,Mililani Town,Hawaii,21.4505,-158.0245,2021,1,1,14,52,Children,1,Wind power,3,15,5,39,9
5275,Pearl City,Hawaii,21.3972,-157.9733,2021,1,1,12,47,Pregnant women,2,Solar power,4,14,5,37,9
5276,Wahiawa,Hawaii,21.5034,-158.0231,2021,1,1,18,61,Elderly,3,Wind power,5,17,5,44,9
5277,Waianae,Hawaii,21.4494,-158.1784,2021,1,1,19,63,Children,1,Solar power,3,16,5,42,9
5278,Boise,Idaho,43.6166,-116.2008,2021,1,1,24,54,Children,4,Solar power,13,10,5,35,12
5279,Meridian,Idaho,43.6121,-116.3915,2021,1,1,26,58,Elderly,6,Wind power,17,14,6,40,13
5280,Nampa,Idaho,43.5787,-116.5654,2021,1,1,31,64,Pregnant women,3,Solar power,20,17,7,46,14
5281,Caldwell,Idaho,43.6629,-116.6874,2021,1,1,28,61,Children,2,Wind power,16,13,6,42,13
5282,Idaho Falls,Idaho,43.5008,-112.0361,2021,1,1,18,51,Elderly,1,Solar power,11,9,5,29,11
5283,Pocatello,Idaho,42.8713,-112.4455,2021,1,1,20,53,Pregnant women,2,Wind power,12,10,5,32,12
5284,Twin Falls,Idaho,42.57,-114.4609,2021,1,1,32,65,Children,5,Solar power,21,18,7,50,15
5285,Lewiston,Idaho,46.4165,-117.0177,2021,1,1,22,56,Elderly,1,Wind power,14,11,5,38,13
5286,Moscow,Idaho,46.7324,-117.0002,2021,1,1,17,50,Pregnant women,0,Solar power,10,8,5,27,11
5287,Rexburg,Idaho,43.8231,-111.7924,2021,1,1,19,52,Children,3,Wind power,11,9,5,30,11
5288,Coeur d Alene,Idaho,47.6777,-116.7805,2021,1,1,21,55,Elderly,2,Solar power,12,10,5,34,12
5289,Ammon,Idaho,43.4719,-111.9568,2021,1,1,23,53,Pregnant women,1,Wind power,13,11,6,35,12
5290,Chicago,Illinois,41.8781,-87.6298,2021,1,1,65,75,Children,10,Solar power,9,34,20,50,16
5291,Naperville,Illinois,41.7508,-88.1535,2021,1,2,48,60,Elderly,3,Wind power,8,25,17,42,14
5292,Peoria,Illinois,40.6936,-89.5889,2021,1,3,35,55,Pregnant women,4,Solar power,6,18,14,30,12
5293,Aurora,Illinois,41.7606,-88.3201,2021,1,4,42,57,Respiratory problems,7,Hydroelectric,7,21,15,37,13
5294,Rockford,Illinois,42.2711,-89.0939,2021,1,5,51,62,Children,6,Solar power,10,28,17,43,14
5295,Elgin,Illinois,42.0354,-88.2826,2021,1,6,46,58,Elderly,2,Wind power,9,24,15,40,15
5296,Joliet,Illinois,41.525,-88.0817,2021,1,7,53,64,Pregnant women,5,Solar power,11,30,18,46,15
5297,Waukegan,Illinois,42.3636,-87.8448,2021,1,8,57,68,Respiratory problems,3,Hydroelectric,12,33,20,52,16
5298,Champaign,Illinois,40.1164,-88.2434,2021,1,9,33,54,Children,1,Solar power,5,17,12,28,11
5299,Bloomington,Illinois,40.4842,-88.9937,2021,1,10,40,56,Elderly,2,Wind power,6,20,13,34,12
5300,Decatur,Illinois,39.8403,-88.9548,2021,1,11,38,55,Pregnant women,4,Solar power,7,19,11,29,15
5301,Chicago,Illinois,41.8781,-87.6298,2021,1,1,58,70,Low income,65,Solar power,7,26,17,39,15
5302,Springfield,Illinois,39.7817,-89.6501,2021,1,2,68,82,Elderly,10,Wind power,9,31,14,47,18
5303,Aurora,Illinois,41.7606,-88.3201,2021,1,3,48,60,Children,22,Solar power,5,21,11,29,13
5304,Peoria,Illinois,40.6936,-89.5889,2021,1,4,72,87,Low income,16,Wind power,13,38,13,54,21
5305,Rockford,Illinois,42.2711,-89.0937,2021,1,5,55,65,Elderly,8,Solar power,8,28,13,35,16
5306,Joliet,Illinois,41.525,-88.0817,2021,1,6,43,54,Children,25,Wind power,6,19,10,25,12
5307,Evanston,Illinois,42.0451,-87.6877,2021,1,7,64,78,Low income,11,Solar power,9,35,15,46,17
5308,Decatur,Illinois,39.8403,-88.9548,2021,1,8,75,90,Elderly,18,Wind power,12,43,16,61,22
5309,Elgin,Illinois,42.0354,-88.2826,2021,1,9,51,62,Children,29,Solar power,4,17,9,21,11
5310,Bloomington,Illinois,40.4842,-88.9937,2021,1,10,67,81,Low income,15,Wind power,10,33,15,49,19
5311,Champaign,Illinois,40.1164,-88.2434,2021,1,11,58,70,Elderly,13,Solar power,6,24,12,31,14
5312,Moline,Illinois,41.5067,-90.5151,2021,1,12,62,76,Children,17,Wind power,7,29,14,38,15
5313,Indianapolis,Indiana,39.7684,-86.1581,2021,1,1,35,50,Children,18,Wind power,16,27,8,22,37
5314,Fort Wayne,Indiana,41.0793,-85.1394,2021,1,2,40,55,Elderly,27,Solar power,21,32,13,17,32
5315,Evansville,Indiana,37.9716,-87.5711,2021,1,3,50,60,Pregnant women,9,Hydroelectric,26,22,18,12,27
5316,South Bend,Indiana,41.6764,-86.2513,2021,1,4,45,55,Children,22,Wind power,16,22,13,27,42
5317,Carmel,Indiana,39.9784,-86.118,2021,1,5,30,45,Elderly,13,Solar power,11,32,8,22,32
5318,Fishers,Indiana,39.9568,-86.0134,2021,1,6,25,40,Pregnant women,9,Wind power,11,17,8,17,27
5319,Mishawaka,Indiana,41.6619,-86.1586,2021,1,7,35,50,Children,18,Solar power,16,27,13,22,37
5320,Gary,Indiana,41.5934,-87.3464,2021,1,8,50,60,Elderly,22,Hydroelectric,31,42,23,27,42
5321,Hammond,Indiana,41.5834,-87.5005,2021,1,9,45,55,Pregnant women,18,Wind power,26,37,18,22,37
5322,Greenwood,Indiana,39.6137,-86.1067,2021,1,10,30,45,Children,13,Solar power,11,22,8,17,27
5323,Elkhart,Indiana,41.6819,-85.9767,2021,1,11,25,40,Elderly,9,Wind power,11,17,8,12,22
5324,Goshen,Indiana,41.5823,-85.8344,2021,1,12,35,50,Elderly,13,Wind power,13,12,7,17,27
5325,Indianapolis,Indiana,39.7684,-86.1581,2021,1,1,51,63,Children,18,Wind power,7,34,21,44,18
5326,Fort Wayne,Indiana,41.0793,-85.1394,2021,1,1,57,69,Elderly,13,Solar power,9,27,24,36,22
5327,Evansville,Indiana,37.9716,-87.5711,2021,1,1,62,74,Low income,19,Hydroelectric,11,42,26,47,24
5328,South Bend,Indiana,41.6764,-86.252,2021,1,1,48,61,Pregnant women,9,Nuclear power,8,30,20,40,17
5329,Gary,Indiana,41.5934,-87.3464,2021,1,1,67,80,Children,22,Wind power,13,47,32,57,29
5330,Hammond,Indiana,41.5834,-87.5,2021,1,1,55,67,Low income,15,Solar power,10,38,23,50,19
5331,Bloomington,Indiana,39.1653,-86.5264,2021,1,1,46,59,Elderly,10,Hydroelectric,6,24,19,37,15
5332,Muncie,Indiana,40.1934,-85.3864,2021,1,1,52,64,Pregnant women,11,Nuclear power,7,32,22,42,18
5333,Terre Haute,Indiana,39.4667,-87.4139,2021,1,1,58,70,Children,17,Wind power,10,41,25,48,22
5334,Anderson,Indiana,40.1053,-85.6803,2021,1,1,54,66,Low income,14,Solar power,9,36,21,47,20
5335,Elkhart,Indiana,41.6817,-85.9767,2021,1,1,50,63,Elderly,12,Hydroelectric,7,30,20,40,16
5336,Des Moines,Iowa,41.5868,-93.625,2021,1,1,5,55,Elderly,9,Wind power,21,37,28,17,37
5337,Cedar Rapids,Iowa,42.0083,-91.6441,2021,1,1,3,45,Children,4,Solar power,16,27,23,12,27
5338,Waterloo,Iowa,42.4928,-92.3426,2021,1,1,7,65,Low income,13,Wind power,26,32,33,22,42
5339,Sioux City,Iowa,42.4963,-96.405,2021,1,1,6,60,Low income,7,Hydroelectric,31,27,23,27,47
5340,Davenport,Iowa,41.5236,-90.5776,2021,1,1,4,50,Elderly,10,Wind power,16,22,28,17,32
5341,Council Bluffs,Iowa,41.2619,-95.8608,2021,1,1,8,70,Children,5,Solar power,36,32,28,37,52
5342,Dubuque,Iowa,42.5006,-90.6646,2021,1,1,5,55,Low income,9,Wind power,21,27,23,17,37
